Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25
31,Female,29517,USA,Student,5,3,Console,World of Warcraft,Strategy,"Lack of innovation,Too grindy,Poor community",5,4,"Trading,Endgame content",2,11,Free-to-play,267,Yes,Cosmetics,Complexity,3,5,No,Maybe
27,Male,37041,USA,Unemployed,32,1,PC,World of Warcraft,MMORPG,"Repetitive quests,Pay-to-win",3,2,"PvE,Endgame content",4,25,Free-to-play,317,No,Progression boost,Lack of friends,5,3,No,Yes
23,Prefer not to say,17403,USA,Student,28,7,Console,Final Fantasy XIV,Other,Too grindy,3,5,"Customization,Endgame content",2,15,Free-to-play,77,Yes,Social reasons,"Toxicity,Complexity,Time commitment",4,3,No,Maybe
16,Female,166720,Brazil,Unemployed,20,5,Mobile,Elder Scrolls Online,FPS,Poor community,4,2,Social systems,2,7,Free-to-play,197,Maybe,"Cosmetics,Other,Social reasons",Lack of friends,4,4,Yes,Maybe
33,Non-binary,56715,Canada,Student,14,2,PC,Elder Scrolls Online,MMORPG,Technical issues,3,3,"Story,Exploration",3,9,Free-to-play,314,Maybe,Other,Lack of friends,2,3,Yes,Yes
27,Female,20453,USA,Student,12,13,PC,Final Fantasy XIV,MMORPG,"Other,Repetitive quests",5,5,"Social systems,Crafting,Customization",4,21,Subscription,5,No,"Progression boost,Cosmetics","Technical barriers,Toxicity,Time commitment",3,1,No,Maybe
34,Female,86695,USA,Student,7,4,PC,Final Fantasy XIV,MOBA,"Toxicity,Poor community,Technical issues",3,4,Trading,4,0,Free-to-play,153,Yes,"Other,Supporting devs","Technical barriers,Other,Toxicity",3,4,No,Yes
29,Male,36530,India,Unemployed,11,5,Multiple,Other,MOBA,Poor community,4,4,Crafting,3,1,Buy-to-play,50,No,Supporting devs,"Lack of friends,Toxicity",4,4,Yes,Maybe
30,Non-binary,97076,Other,Employed,20,6,PC,Black Desert,MOBA,"Lack of innovation,Poor community,Pay-to-win",3,1,"Story,Social systems",2,9,Free-to-play,150,Maybe,"Cosmetics,Exclusive content,Other","Other,Time commitment",3,3,No,Yes
16,Male,25084,USA,Employed,15,12,Mobile,Black Desert,MMORPG,"Pay-to-win,Toxicity,Technical issues",3,4,Customization,4,5,Freemium,147,Yes,"Progression boost,Exclusive content,Other","Other,Toxicity,Complexity",3,4,No,No
27,Male,46593,India,Employed,5,8,PC,Elder Scrolls Online,MMORPG,Repetitive quests,5,2,"Crafting,Customization,Social systems",3,13,Free-to-play,202,No,"Supporting devs,Social reasons","Lack of friends,Toxicity",3,1,Yes,Maybe
35,Male,58703,India,Student,1,3,Console,Final Fantasy XIV,MMORPG,"Poor community,Pay-to-win",5,5,"Crafting,Trading",4,10,Free-to-play,110,No,Cosmetics,Complexity,3,5,No,Yes
19,Female,26825,Brazil,Unemployed,20,5,PC,Black Desert,Strategy,Pay-to-win,5,3,"Exploration,PvE,Customization",2,4,Free-to-play,100,Yes,Supporting devs,"Technical barriers,Lack of friends,Complexity",2,3,Yes,Maybe
16,Female,56781,UK,Other,17,0,Multiple,Final Fantasy XIV,MOBA,"Poor community,Lack of innovation",5,5,"Social systems,Exploration,PvE",3,6,Free-to-play,467,Maybe,"Progression boost,Social reasons","Lack of friends,Other,Time commitment",2,4,No,Maybe
27,Male,78635,UK,Student,14,4,PC,Black Desert,Other,Too grindy,3,3,Social systems,1,12,Free-to-play,26,No,Other,"Technical barriers,Other",2,5,No,Yes
22,Male,21288,UK,Employed,10,6,Mobile,Final Fantasy XIV,FPS,Repetitive quests,2,4,"Customization,Endgame content",1,25,Free-to-play,168,No,"Supporting devs,Other",Lack of friends,3,3,No,No
25,Female,54523,USA,Employed,11,5,Multiple,Final Fantasy XIV,MMORPG,"Too grindy,Lack of innovation",4,3,"Exploration,Story",3,0,Free-to-play,226,Yes,"Exclusive content,Cosmetics","Other,Toxicity",4,3,No,Yes
39,Female,41919,India,Self-employed,3,9,Mobile,Elder Scrolls Online,Casual,Lack of innovation,4,4,"Endgame content,Trading",2,15,Free-to-play,65,Yes,"Cosmetics,Supporting devs","Other,Complexity",4,2,No,Yes
22,Female,94947,UK,Employed,5,3,PC,Elder Scrolls Online,MMORPG,Repetitive quests,3,2,"Exploration,Endgame content,Customization",1,10,Free-to-play,117,Yes,Exclusive content,"Technical barriers,Lack of friends,Toxicity",3,3,Yes,Yes
26,Male,66931,UK,Unemployed,10,3,Mobile,Black Desert,MOBA,Lack of innovation,3,4,Social systems,4,6,Free-to-play,112,Maybe,Social reasons,Other,4,3,No,Yes
26,Male,19286,USA,Student,1,7,PC,,Casual,"Repetitive quests,Other",3,4,Endgame content,2,4,Subscription,94,Maybe,"Cosmetics,Other,Supporting devs","Toxicity,Other",2,5,No,Maybe
16,Male,36392,Other,Student,3,8,Multiple,Guild Wars 2,Strategy,"Poor community,Too grindy,Technical issues",3,3,"Social systems,Story,PvP",3,12,Subscription,167,No,"Supporting devs,Progression boost,Social reasons","Technical barriers,Time commitment",3,2,No,Yes
26,Female,34220,Other,Student,17,5,Console,Lost Ark,FPS,"Poor community,Too grindy,Lack of innovation",4,2,"PvE,Exploration",4,10,Freemium,190,No,"Social reasons,Progression boost","Complexity,Lack of friends",3,4,Yes,No
16,Male,50313,Canada,Employed,9,6,Mobile,Lost Ark,Casual,"Too grindy,Lack of innovation,Poor community",4,2,"PvE,Endgame content,Exploration",2,15,Free-to-play,372,Yes,"Progression boost,Other,Exclusive content","Lack of friends,Time commitment,Toxicity",3,4,Yes,Maybe
25,Female,105992,UK,Employed,1,6,PC,Lost Ark,MMORPG,"Lack of innovation,Pay-to-win",2,1,"Customization,Exploration,Trading",4,13,Free-to-play,62,Yes,"Other,Exclusive content,Cosmetics","Time commitment,Technical barriers",3,5,Yes,Maybe
24,Male,51795,India,Student,24,7,PC,Lost Ark,MMORPG,Lack of innovation,3,3,Crafting,5,21,Subscription,117,Yes,"Exclusive content,Progression boost","Toxicity,Technical barriers,Complexity",1,3,No,No
44,Female,35763,USA,Self-employed,20,11,PC,Final Fantasy XIV,Strategy,"Technical issues,Too grindy",4,3,"Crafting,Endgame content",1,17,Free-to-play,0,Maybe,"Social reasons,Supporting devs","Lack of friends,Time commitment",4,2,No,Yes
24,Male,40817,Other,Employed,14,1,PC,World of Warcraft,Casual,"Pay-to-win,Toxicity",5,3,"PvE,Story,Exploration",1,11,Subscription,104,No,"Progression boost,Cosmetics,Supporting devs",Lack of friends,4,5,No,Yes
24,Female,37804,UK,Employed,3,9,PC,,FPS,"Other,Toxicity",4,3,"PvP,Endgame content",1,23,Free-to-play,0,No,"Supporting devs,Progression boost,Cosmetics","Time commitment,Technical barriers,Other",3,4,Yes,Yes
17,Male,19019,USA,Unemployed,1,8,Mobile,Elder Scrolls Online,FPS,"Too grindy,Pay-to-win,Other",3,5,"Crafting,Trading",2,4,Free-to-play,26,Yes,"Supporting devs,Exclusive content,Other","Complexity,Time commitment",4,3,No,Yes
30,Male,24605,Canada,Other,1,0,Mobile,Lost Ark,Casual,"Too grindy,Pay-to-win",1,3,Trading,2,6,Free-to-play,261,No,"Other,Cosmetics,Progression boost","Other,Toxicity,Lack of friends",5,3,No,Yes
16,Male,30231,Australia,Self-employed,7,3,Console,Other,MMORPG,"Poor community,Lack of innovation",3,3,"Trading,PvE,Story",3,6,Free-to-play,127,Yes,"Cosmetics,Progression boost,Other","Other,Lack of friends,Toxicity",4,3,No,Yes
34,Female,24586,USA,Unemployed,1,7,Multiple,,MMORPG,"Too grindy,Repetitive quests,Toxicity",3,4,PvE,1,23,Buy-to-play,187,No,Progression boost,"Technical barriers,Toxicity",2,2,No,Yes
37,Female,27758,Other,Self-employed,5,0,PC,Lost Ark,MMORPG,Poor community,3,3,"Exploration,Crafting",4,0,Free-to-play,0,No,Cosmetics,"Time commitment,Complexity,Technical barriers",4,5,No,Yes
16,Female,68923,Germany,Unemployed,12,10,PC,Elder Scrolls Online,MMORPG,"Too grindy,Other",3,1,"PvE,Customization,Exploration",3,20,Subscription,0,Maybe,"Exclusive content,Progression boost",Other,3,3,Yes,Yes
16,Female,92565,Brazil,Student,4,8,Console,Final Fantasy XIV,MMORPG,"Toxicity,Poor community",3,5,"Customization,Social systems,Story",4,10,Free-to-play,0,Maybe,"Social reasons,Other,Progression boost","Technical barriers,Toxicity",4,2,Yes,Yes
30,Female,23166,UK,Student,22,6,Mobile,Other,Strategy,Too grindy,4,4,"Customization,Trading",1,5,Free-to-play,187,Yes,"Social reasons,Other","Other,Lack of friends",4,5,No,Yes
28,Male,24751,UK,Self-employed,5,6,PC,Guild Wars 2,FPS,"Lack of innovation,Repetitive quests,Technical issues",1,5,"Story,Exploration",3,21,Free-to-play,0,No,"Supporting devs,Social reasons",Complexity,5,5,Yes,No
16,Male,59024,Germany,Student,12,0,Console,Other,FPS,Technical issues,4,4,"Crafting,Customization,Exploration",2,21,Free-to-play,0,No,"Progression boost,Social reasons,Cosmetics","Technical barriers,Other,Time commitment",2,4,No,Maybe
26,Male,56098,UK,Student,18,8,PC,Elder Scrolls Online,Other,"Pay-to-win,Poor community",4,3,"Story,Social systems,Trading",3,8,Free-to-play,366,No,Progression boost,Lack of friends,3,5,Yes,Maybe
26,Male,20175,India,Employed,22,6,Mobile,Guild Wars 2,Other,"Poor community,Repetitive quests,Too grindy",4,5,Crafting,3,7,Free-to-play,226,No,"Other,Cosmetics,Social reasons","Technical barriers,Complexity,Lack of friends",4,4,No,Maybe
16,Female,50185,Australia,Other,6,12,PC,Elder Scrolls Online,MOBA,"Toxicity,Pay-to-win,Too grindy",4,4,"Trading,Story,Crafting",3,4,Freemium,311,No,"Exclusive content,Supporting devs","Lack of friends,Complexity,Toxicity",5,4,No,Yes
37,Male,30194,Australia,Employed,5,6,PC,Guild Wars 2,MOBA,"Other,Repetitive quests",4,3,"PvP,Exploration",3,14,Buy-to-play,0,Yes,"Exclusive content,Progression boost,Other","Technical barriers,Time commitment,Toxicity",4,4,Yes,Maybe
27,Male,71419,India,Employed,2,7,Mobile,Other,MMORPG,"Poor community,Other",2,2,"Exploration,Trading,Social systems",3,4,Free-to-play,28,No,"Cosmetics,Supporting devs,Exclusive content",Complexity,3,4,No,Yes
23,Male,18163,USA,Self-employed,21,2,Mobile,World of Warcraft,MOBA,"Lack of innovation,Toxicity,Technical issues",3,4,Crafting,3,20,Freemium,162,No,"Other,Exclusive content","Time commitment,Other,Complexity",3,5,Yes,Maybe
27,Male,37284,Other,Student,19,6,PC,World of Warcraft,MOBA,"Lack of innovation,Other",4,5,"Trading,Social systems,Customization",2,9,Freemium,115,Yes,"Other,Supporting devs",Lack of friends,5,2,Yes,Yes
16,Male,29924,USA,Employed,1,4,Console,Final Fantasy XIV,MMORPG,"Repetitive quests,Pay-to-win",4,3,"Exploration,Customization",2,12,Free-to-play,212,Maybe,"Progression boost,Supporting devs,Exclusive content","Other,Toxicity,Technical barriers",2,4,No,Yes
31,Male,64669,Brazil,Employed,21,14,PC,,MMORPG,"Pay-to-win,Poor community,Technical issues",3,4,"PvE,Exploration",3,12,Free-to-play,299,Maybe,"Social reasons,Cosmetics","Toxicity,Technical barriers",2,3,No,Yes
35,Female,66837,UK,Employed,9,9,Multiple,Other,MMORPG,"Other,Pay-to-win",4,5,Customization,4,20,Free-to-play,443,Yes,"Progression boost,Social reasons,Cosmetics",Lack of friends,4,4,No,No
31,Male,33435,USA,Student,31,6,PC,Lost Ark,MMORPG,"Toxicity,Pay-to-win",3,3,"Endgame content,Exploration",5,18,Free-to-play,35,No,Social reasons,"Time commitment,Toxicity,Other",4,2,Yes,Yes
27,Male,50331,UK,Unemployed,25,2,PC,World of Warcraft,Other,"Poor community,Other,Lack of innovation",2,3,"Customization,PvE",1,22,Free-to-play,301,Yes,"Progression boost,Cosmetics,Social reasons",Time commitment,4,5,No,Yes
26,Male,38270,UK,Unemployed,9,4,Multiple,,Strategy,"Lack of innovation,Technical issues,Poor community",2,4,"Trading,Crafting,Social systems",2,17,Free-to-play,112,No,"Progression boost,Other,Social reasons","Lack of friends,Time commitment,Toxicity",3,3,No,Yes
26,Female,58053,USA,Employed,2,6,Multiple,Black Desert,MMORPG,"Repetitive quests,Toxicity",4,3,"Crafting,Story",3,13,Free-to-play,0,No,"Cosmetics,Supporting devs","Technical barriers,Complexity",4,3,No,Maybe
33,Male,129173,Australia,Student,5,8,PC,Final Fantasy XIV,MMORPG,Repetitive quests,3,5,"Endgame content,Exploration,PvE",2,15,Free-to-play,0,Yes,"Progression boost,Other","Time commitment,Other",3,2,No,Maybe
31,Male,26410,Australia,Student,16,4,Console,,Strategy,Technical issues,3,4,"Exploration,Trading",2,13,Free-to-play,298,Yes,Exclusive content,Toxicity,3,5,No,Yes
36,Male,26686,India,Employed,1,7,PC,Lost Ark,MOBA,Technical issues,3,5,"PvP,Endgame content",3,5,Subscription,0,Maybe,Progression boost,Technical barriers,5,3,Yes,No
26,Male,64724,UK,Student,8,5,PC,Other,FPS,"Toxicity,Lack of innovation,Repetitive quests",3,4,"Crafting,PvE,Customization",3,10,Free-to-play,108,Maybe,Progression boost,Other,3,2,No,Yes
27,Female,103372,Germany,Student,4,2,Multiple,Elder Scrolls Online,FPS,"Toxicity,Other",3,4,"Customization,PvP,Exploration",3,10,Free-to-play,0,No,"Exclusive content,Other,Progression boost","Time commitment,Complexity,Technical barriers",4,2,No,Yes
27,Female,62054,UK,Unemployed,1,0,PC,World of Warcraft,Casual,"Technical issues,Poor community,Other",5,3,"Endgame content,Customization",4,10,Free-to-play,78,Yes,"Cosmetics,Social reasons",Other,4,3,Yes,Yes
26,Female,33165,Germany,Employed,1,7,PC,Final Fantasy XIV,MOBA,Repetitive quests,3,3,"Exploration,Trading,Endgame content",1,24,Free-to-play,213,No,"Cosmetics,Progression boost,Exclusive content","Time commitment,Complexity",4,3,No,Maybe
16,Male,106559,UK,Employed,11,3,Console,Elder Scrolls Online,Other,"Technical issues,Toxicity",4,5,"Trading,PvE,Exploration",2,22,Free-to-play,240,Yes,Cosmetics,Toxicity,2,3,No,No
32,Non-binary,10339,UK,Employed,10,0,Mobile,Lost Ark,MMORPG,"Too grindy,Poor community",3,3,PvE,3,7,Free-to-play,0,Maybe,Exclusive content,"Other,Time commitment,Lack of friends",5,5,Yes,Yes
17,Female,88526,Australia,Employed,8,6,PC,,MMORPG,"Poor community,Pay-to-win,Too grindy",3,3,"Customization,PvP",4,46,Buy-to-play,38,Maybe,"Exclusive content,Other,Cosmetics","Toxicity,Lack of friends,Complexity",2,3,No,Yes
16,Male,40380,UK,Employed,8,4,PC,Other,FPS,"Other,Toxicity,Pay-to-win",5,5,"PvP,Exploration,Crafting",2,11,Free-to-play,344,No,"Other,Cosmetics","Technical barriers,Other,Complexity",4,3,Yes,No
16,Male,48870,UK,Other,18,3,PC,,MOBA,"Lack of innovation,Repetitive quests",4,3,Exploration,2,0,Free-to-play,71,No,"Other,Progression boost,Exclusive content","Technical barriers,Complexity",4,3,No,No
26,Female,27502,Canada,Student,14,5,PC,Other,MMORPG,"Pay-to-win,Technical issues",3,5,"PvP,PvE,Exploration",4,56,Free-to-play,164,No,"Other,Cosmetics,Social reasons",Toxicity,4,4,No,Maybe
16,Male,66390,India,Employed,7,4,Mobile,Final Fantasy XIV,MMORPG,"Other,Pay-to-win,Lack of innovation",5,4,PvP,3,0,Freemium,280,No,Other,"Complexity,Lack of friends",2,2,Yes,Yes
23,Female,81487,USA,Student,18,5,PC,Final Fantasy XIV,MMORPG,"Pay-to-win,Repetitive quests",4,3,"Customization,PvP",4,12,Free-to-play,225,Yes,"Supporting devs,Other","Other,Technical barriers",4,4,No,No
23,Non-binary,58157,UK,Student,11,1,Mobile,Final Fantasy XIV,MMORPG,"Lack of innovation,Other,Repetitive quests",3,4,Customization,4,45,Buy-to-play,0,Yes,Exclusive content,Other,4,4,No,No
27,Male,63572,UK,Employed,20,3,PC,,MMORPG,"Pay-to-win,Too grindy",3,2,"Crafting,PvP,Exploration",4,23,Free-to-play,59,No,"Supporting devs,Exclusive content","Technical barriers,Time commitment",3,5,No,Yes
29,Female,49917,USA,Student,2,8,PC,Elder Scrolls Online,Other,Repetitive quests,3,2,"Social systems,Trading",2,51,Buy-to-play,71,Yes,"Exclusive content,Cosmetics",Complexity,2,4,Yes,No
33,Female,15158,Germany,Employed,19,2,PC,Elder Scrolls Online,MMORPG,"Too grindy,Repetitive quests,Toxicity",4,3,"Customization,PvP",4,10,Freemium,257,No,"Social reasons,Exclusive content","Lack of friends,Technical barriers",2,4,No,Yes
33,Male,57421,India,Employed,30,3,PC,Elder Scrolls Online,MMORPG,Pay-to-win,4,3,"Crafting,Trading,Social systems",5,11,Free-to-play,49,No,"Progression boost,Supporting devs,Social reasons",Technical barriers,5,3,Yes,Yes
16,Male,30994,UK,Employed,16,11,PC,Black Desert,FPS,Technical issues,4,5,Story,1,8,Freemium,62,Yes,"Social reasons,Other",Time commitment,3,4,Yes,No
30,Female,32131,USA,Employed,13,5,PC,Final Fantasy XIV,FPS,Poor community,3,3,Customization,2,10,Free-to-play,104,Yes,Social reasons,Toxicity,4,3,No,Yes
34,Female,22365,UK,Employed,6,17,Mobile,Elder Scrolls Online,FPS,"Toxicity,Lack of innovation,Other",2,2,Trading,3,0,Free-to-play,69,No,Social reasons,Technical barriers,5,2,Yes,Maybe
16,Male,18966,UK,Employed,19,10,Mobile,Lost Ark,MMORPG,"Lack of innovation,Poor community,Repetitive quests",3,4,"Social systems,Customization,Endgame content",5,26,Subscription,67,Maybe,"Supporting devs,Other,Progression boost","Toxicity,Time commitment",1,3,No,Maybe
23,Male,35260,USA,Employed,10,10,Mobile,Guild Wars 2,MMORPG,"Repetitive quests,Technical issues",5,3,Story,5,14,Free-to-play,108,No,"Cosmetics,Supporting devs","Other,Complexity",4,4,No,Maybe
40,Male,19551,UK,Employed,7,5,Console,Lost Ark,MMORPG,"Poor community,Too grindy",4,5,"Exploration,Trading,PvE",3,0,Subscription,209,Maybe,"Cosmetics,Progression boost","Lack of friends,Toxicity",4,2,No,Yes
25,Male,18122,USA,Student,6,2,Console,Other,MMORPG,Technical issues,4,4,"Social systems,Exploration",2,19,Free-to-play,0,Maybe,"Social reasons,Supporting devs,Exclusive content","Lack of friends,Other",4,3,Yes,Yes
23,Male,51644,Other,Student,16,11,PC,Black Desert,MMORPG,Toxicity,3,4,PvP,3,13,Free-to-play,629,Maybe,"Cosmetics,Other,Social reasons",Complexity,3,2,Yes,No
28,Female,48159,UK,Student,6,0,Console,Guild Wars 2,MMORPG,"Repetitive quests,Technical issues",5,4,"PvP,Crafting,Endgame content",3,2,Subscription,0,No,Exclusive content,Lack of friends,5,4,Yes,Yes
22,Male,51784,USA,Student,5,12,PC,Other,MMORPG,Pay-to-win,5,3,Customization,3,0,Free-to-play,0,No,"Social reasons,Exclusive content,Cosmetics",Other,2,4,No,Maybe
23,Male,20482,Germany,Employed,9,8,Console,Lost Ark,MMORPG,Toxicity,4,2,Customization,3,0,Free-to-play,217,Yes,"Progression boost,Social reasons","Lack of friends,Time commitment,Complexity",4,3,No,Yes
20,Female,31868,India,Employed,1,7,PC,,Casual,Toxicity,3,4,"Story,Trading",1,7,Freemium,0,Yes,Supporting devs,"Technical barriers,Other,Complexity",2,2,No,Maybe
32,Male,28307,USA,Unemployed,12,4,Console,World of Warcraft,MMORPG,"Technical issues,Repetitive quests,Pay-to-win",2,3,"Crafting,Customization",4,2,Freemium,205,Yes,"Exclusive content,Progression boost,Other","Time commitment,Technical barriers,Complexity",3,3,Yes,Yes
29,Male,28804,USA,Other,12,4,PC,Final Fantasy XIV,MMORPG,Pay-to-win,4,1,"Endgame content,Story",2,16,Free-to-play,234,Yes,Cosmetics,Toxicity,3,3,No,Yes
28,Male,56761,USA,Student,1,2,PC,Lost Ark,FPS,"Other,Pay-to-win",3,4,"Crafting,PvE",5,10,Free-to-play,0,Yes,"Progression boost,Exclusive content","Lack of friends,Technical barriers",4,5,No,No
26,Male,25506,Germany,Employed,19,8,Multiple,Lost Ark,Strategy,"Toxicity,Other,Poor community",2,4,"Customization,Crafting,Exploration",3,21,Free-to-play,91,Yes,"Cosmetics,Exclusive content","Lack of friends,Other,Technical barriers",3,5,Yes,Yes
17,Male,49975,USA,Self-employed,1,10,PC,Elder Scrolls Online,MOBA,"Toxicity,Pay-to-win",3,5,PvP,3,2,Freemium,285,No,"Social reasons,Cosmetics,Progression boost","Complexity,Lack of friends",5,4,No,Yes
20,Male,34440,USA,Employed,13,3,Multiple,Other,MMORPG,"Lack of innovation,Toxicity",5,4,"Endgame content,Social systems,PvP",1,14,Freemium,54,Yes,Cosmetics,"Complexity,Time commitment,Technical barriers",3,3,Yes,No
31,Male,70251,USA,Employed,14,4,PC,,MMORPG,"Technical issues,Poor community",3,4,Endgame content,3,16,Freemium,159,No,"Exclusive content,Supporting devs,Other",Lack of friends,5,5,Yes,No
21,Female,60484,USA,Self-employed,4,8,Console,Black Desert,MMORPG,Too grindy,3,2,"PvP,Crafting",4,0,Free-to-play,0,Maybe,Social reasons,"Technical barriers,Toxicity,Complexity",3,4,Yes,Yes
23,Female,18220,Germany,Student,5,7,Multiple,,MMORPG,"Other,Toxicity,Poor community",4,3,"Story,Social systems,Crafting",5,15,Free-to-play,2,No,"Other,Cosmetics,Progression boost","Other,Technical barriers,Toxicity",3,2,No,Maybe
25,Male,69985,Germany,Student,17,11,PC,Other,MMORPG,"Technical issues,Toxicity,Poor community",3,5,Crafting,3,23,Freemium,97,Maybe,"Progression boost,Exclusive content","Technical barriers,Other,Toxicity",4,5,Yes,Yes
24,Female,44765,UK,Employed,22,5,Console,Lost Ark,Other,Toxicity,2,5,"Customization,Crafting",2,13,Freemium,250,Yes,"Progression boost,Social reasons","Lack of friends,Technical barriers",3,2,Yes,Yes
27,Male,16374,Canada,Employed,9,6,Console,Final Fantasy XIV,MMORPG,Too grindy,3,2,Endgame content,5,12,Freemium,286,No,"Other,Progression boost,Exclusive content",Lack of friends,3,3,Yes,Yes
27,Prefer not to say,36029,India,Unemployed,2,11,Console,World of Warcraft,MMORPG,"Lack of innovation,Too grindy",3,2,PvE,5,7,Subscription,20,Yes,Social reasons,"Time commitment,Toxicity",2,5,No,No
16,Male,41325,UK,Student,19,7,PC,Final Fantasy XIV,FPS,Technical issues,3,2,Customization,2,13,Subscription,0,Maybe,"Supporting devs,Cosmetics","Other,Lack of friends",4,4,Yes,Maybe
32,Female,21740,India,Student,29,9,Mobile,World of Warcraft,MMORPG,"Pay-to-win,Other,Too grindy",3,5,"Crafting,Endgame content",5,0,Free-to-play,70,Yes,Other,"Lack of friends,Other",1,4,Yes,No
28,Female,39356,India,Unemployed,6,0,Console,World of Warcraft,MMORPG,"Repetitive quests,Poor community",4,5,PvP,3,62,Buy-to-play,0,Maybe,"Other,Social reasons","Toxicity,Lack of friends,Complexity",4,3,No,Maybe
20,Female,27441,Other,Self-employed,8,7,PC,Elder Scrolls Online,Other,"Pay-to-win,Repetitive quests",2,3,"Crafting,PvP",2,3,Free-to-play,333,Maybe,Other,Lack of friends,3,3,Yes,Yes
19,Male,98640,India,Employed,16,2,Mobile,Guild Wars 2,MMORPG,"Technical issues,Other",5,4,"Endgame content,Trading",4,9,Freemium,2,No,"Supporting devs,Other,Cosmetics","Lack of friends,Time commitment,Toxicity",4,3,Yes,Yes
38,Female,21276,Germany,Unemployed,24,5,Multiple,Guild Wars 2,Other,"Repetitive quests,Other,Poor community",4,4,"PvP,Trading",2,18,Free-to-play,0,Yes,Exclusive content,Lack of friends,3,3,Yes,Yes
17,Male,36044,Canada,Employed,15,8,Multiple,World of Warcraft,FPS,"Technical issues,Toxicity,Other",4,3,"PvP,Social systems,Exploration",3,12,Subscription,221,Yes,Social reasons,"Other,Toxicity,Complexity",4,4,No,Yes
19,Female,28955,India,Unemployed,7,4,PC,Black Desert,MMORPG,"Technical issues,Repetitive quests",4,4,Customization,3,12,Free-to-play,118,Maybe,"Supporting devs,Other","Time commitment,Other,Complexity",3,3,No,Maybe
16,Male,28351,Brazil,Self-employed,15,3,Multiple,Final Fantasy XIV,Strategy,"Pay-to-win,Technical issues",3,4,"Social systems,PvE,Trading",3,3,Free-to-play,229,No,"Progression boost,Social reasons",Technical barriers,5,2,No,No
20,Female,72805,Other,Self-employed,10,0,PC,Lost Ark,MMORPG,"Repetitive quests,Other,Lack of innovation",2,3,"PvP,Story",2,8,Buy-to-play,104,No,"Progression boost,Other",Technical barriers,5,3,No,Maybe
33,Female,81992,Other,Student,23,7,Multiple,,FPS,"Toxicity,Poor community",2,4,"Story,Trading,PvP",4,37,Free-to-play,326,Maybe,"Other,Cosmetics","Other,Time commitment",4,4,No,Maybe
33,Male,47414,India,Employed,1,4,PC,,FPS,"Lack of innovation,Too grindy,Technical issues",5,3,Story,2,3,Free-to-play,331,Yes,Exclusive content,"Other,Complexity",5,3,No,Maybe
27,Prefer not to say,28559,Canada,Other,16,8,PC,,MMORPG,"Toxicity,Too grindy",4,4,Exploration,5,3,Subscription,0,Maybe,"Supporting devs,Exclusive content,Cosmetics",Time commitment,3,2,No,Maybe
16,Male,24327,India,Employed,4,2,PC,Black Desert,Casual,"Pay-to-win,Toxicity,Lack of innovation",4,3,"Endgame content,Exploration,Social systems",2,19,Free-to-play,0,Maybe,"Social reasons,Exclusive content","Toxicity,Other,Time commitment",3,4,Yes,Yes
16,Female,60895,USA,Self-employed,14,7,PC,Elder Scrolls Online,FPS,"Repetitive quests,Too grindy,Poor community",5,4,Crafting,3,10,Free-to-play,138,No,Social reasons,Other,5,1,No,Yes
28,Non-binary,116750,Germany,Other,56,12,Mobile,Guild Wars 2,FPS,Too grindy,3,3,"Trading,Customization",3,0,Free-to-play,0,No,"Social reasons,Supporting devs,Cosmetics","Complexity,Technical barriers",2,4,No,Yes
32,Male,47193,Germany,Other,18,5,PC,Black Desert,MOBA,"Poor community,Toxicity,Lack of innovation",5,4,"PvE,Trading,Endgame content",3,9,Free-to-play,188,Yes,Other,"Complexity,Other",3,4,Yes,Yes
18,Male,23168,USA,Employed,17,5,PC,,MMORPG,"Pay-to-win,Toxicity,Poor community",3,4,"Customization,Endgame content",3,10,Subscription,281,Yes,"Progression boost,Other,Social reasons","Complexity,Other",5,5,No,Maybe
24,Male,74261,Germany,Student,4,2,Mobile,,FPS,Toxicity,1,5,Exploration,2,10,Free-to-play,0,Yes,"Exclusive content,Supporting devs,Social reasons","Toxicity,Complexity",4,3,No,No
16,Male,50052,UK,Student,1,2,Multiple,World of Warcraft,Strategy,"Other,Repetitive quests,Pay-to-win",1,2,"Endgame content,Crafting,PvP",3,0,Free-to-play,0,Yes,"Supporting devs,Cosmetics,Social reasons",Time commitment,3,3,No,Maybe
39,Male,100403,Canada,Self-employed,5,8,Console,Elder Scrolls Online,MOBA,"Too grindy,Pay-to-win,Other",4,3,"Endgame content,Customization",1,11,Free-to-play,77,Yes,"Other,Social reasons","Other,Toxicity",3,4,No,No
20,Female,22561,India,Employed,12,7,Console,Guild Wars 2,MMORPG,"Lack of innovation,Repetitive quests",2,4,Endgame content,2,7,Free-to-play,66,Yes,Exclusive content,"Complexity,Other,Lack of friends",3,3,No,Yes
39,Male,26227,USA,Employed,31,7,PC,Elder Scrolls Online,MMORPG,Repetitive quests,4,4,"PvE,PvP",5,4,Freemium,0,Maybe,"Supporting devs,Social reasons,Progression boost",Toxicity,3,4,No,No
16,Male,40585,India,Self-employed,25,6,PC,,MOBA,"Poor community,Lack of innovation,Toxicity",3,3,"PvP,Social systems,Customization",3,5,Buy-to-play,340,Yes,"Supporting devs,Progression boost,Cosmetics",Lack of friends,5,4,No,Maybe
